rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__type,classification__solver,classification__n_neurons,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
SMOTE,,5,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,0.42136073112487793,success,0.0051959514617919925,0.73_0.69_0.75_0.48_0.56,0.54_0.53_0.55_0.55_0.56,0.058971071243286134,0.6428060596939176,0.8,0.87,0.76,0.88,0.5464285714285715,1746695127.1541238,RandomForestClassifier,,,,25,2,3,3,2,,entropy,False,,
SMOTE,,6,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,PCA,2,,0.4518616199493408,success,0.005027294158935547,0.37_0.56_0.64_0.71_0.38,0.6_0.57_0.56_0.52_0.52,0.061811399459838864,0.5323085501358659,0.74,0.96,0.68,0.7,0.5547619047619047,1746695127.9337668,RandomForestClassifier,,,,10,6,4,2,3,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,9,1.0512027740478516,success,0.0034522056579589845,0.95_0.95_1.0_0.95_1.0,0.55_0.52_0.5_0.55_0.5,0.18730635643005372,0.9707784254843078,0.98,1.0,0.98,0.98,0.5254761904761904,1746695129.3125727,MLPClassifier,adam,10,1,,,,,,constant,,,0.001,logistic
SMOTE,,8,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,2.0,,SelectKBest,,6,6.234538316726685,success,0.007967233657836914,0.92_1.0_1.0_1.0_0.94,0.48_0.5_0.5_0.5_0.54,0.5724120616912842,0.9709677419354839,0.98,0.99,1.0,0.97,0.503095238095238,1746695135.8769495,MLPClassifier,sgd,25,1,,,,,,adaptive,,,0.01,logistic
SMOTE,,5,mitigation_normalization_rebalancing_features_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,100,2.0,,SelectKBest,,5,8.76024317741394,success,0.007273101806640625,0.84_0.74_0.67_0.81_0.74,0.56_0.59_0.52_0.55_0.51,0.8218757629394531,0.7595788868965758,0.81,0.99,0.82,0.9,0.5480952380952381,1746695145.117812,RandomForestClassifier,,,,10,6,4,3,5,,gini,False,,
SMOTE,,6,normalization_rebalancing_features_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,SelectKBest,,2,6.630380153656006,success,0.004731178283691406,0.55_0.88_0.71_0.81_0.49,0.68_0.66_0.69_0.61_0.66,1.2879570484161378,0.6874129239741917,0.94,0.84,0.8,0.89,0.6616666666666667,1746695156.849068,MLPClassifier,adam,50,20,,,,,,invscaling,,,0.001,logistic
SMOTE,,8,normalization_mitigation_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,9,1.2779462337493896,success,0.005292224884033203,0.71_0.48_0.64_0.69_0.66,0.67_0.54_0.65_0.61_0.58,0.22962307929992676,0.6350909919535642,0.81,0.82,0.79,0.79,0.6107142857142858,1746695158.4604526,MLPClassifier,adam,5,1,,,,,,constant,,,0.0001,logistic
NearMiss,4,,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,0.9987974166870117,success,0.006816053390502929,0.65_0.72_0.68_0.68_0.63,0.63_0.61_0.6_0.62_0.56,0.17320556640625,0.673496211569606,0.8,0.9,0.76,0.85,0.6052380952380952,1746695159.800249,MLPClassifier,lbfgs,5,1,,,,,,constant,,,0.0001,relu
SMOTE,,7,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.1499760150909424,success,0.00376739501953125,0.34_0.87_0.81_0.69_0.52,0.67_0.7_0.67_0.67_0.69,0.4071660995483398,0.6456635481893509,0.88,0.87,0.74,0.89,0.6783333333333333,1746695162.2892168,MLPClassifier,adam,10,5,,,,,,adaptive,,,0.001,tanh
SMOTE,,6,features_normalization_mitigation_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,10,0.7288343906402588,success,0.009741926193237304,0.38_0.71_0.74_0.78_0.44,0.64_0.65_0.69_0.63_0.71,0.11106324195861816,0.6094525904203323,0.92,0.87,0.66,0.8,0.665952380952381,1746695163.360732,RandomForestClassifier,,,,100,2,6,2,1,,gini,False,,
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,0.9145512580871582,success,0.005984258651733398,0.83_0.61_0.76_0.89_0.83,0.5_0.58_0.59_0.57_0.5,0.1454463005065918,0.7856657470580719,0.89,0.85,0.94,0.88,0.5459523809523809,1746695164.6140008,MLPClassifier,sgd,25,10,,,,,,invscaling,,,1e-05,tanh
SMOTE,,5,rebalancing_normalization_mitigation_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,9,2.8842365741729736,success,0.004707193374633789,0.18_0.74_0.82_0.72_0.48,0.67_0.7_0.7_0.64_0.69,0.5412064552307129,0.5851253179897181,0.9,0.83,0.7,0.87,0.6795238095238094,1746695167.8489962,MLPClassifier,adam,50,1,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,3,,0.0005223751068115234,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695172.9704509,MLPClassifier,adam,5,20,,,,,,adaptive,,,0.01,tanh
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,10,0.1,,SelectKBest,,5,12.4182288646698,success,0.012743568420410157,1.0_1.0_1.0_1.0_0.9,0.5_0.5_0.5_0.5_0.55,0.6076615333557129,0.9799793601651187,1.0,0.98,0.99,1.0,0.5107142857142858,1746695185.727279,RandomForestClassifier,,,,100,4,4,3,1,,gini,False,,
SMOTE,,6,features_normalization_mitigation_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,4,,0.0004467964172363281,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695186.0733924,MLPClassifier,lbfgs,25,1,,,,,,constant,,,0.001,relu
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,200,1.0,,SelectKBest,,5,10.636648178100586,success,0.0071887969970703125,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,1.5841866970062255,1.0,1.0,1.0,1.0,1.0,0.5,1746695197.0479157,MLPClassifier,sgd,25,20,,,,,,adaptive,,,0.01,logistic
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,1.8332853317260742,success,0.0067370891571044925,0.75_0.68_0.79_0.79_0.54,0.6_0.58_0.62_0.64_0.5,0.3388993740081787,0.7102153876489946,0.77,0.91,0.8,0.83,0.589047619047619,1746695199.2238162,MLPClassifier,lbfgs,10,1,,,,,,constant,,,1e-05,tanh
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,63.45832967758179,success,0.0718276023864746,0.79_1.0_1.0_0.94_0.92,0.5_0.5_0.5_0.53_0.51,12.5861346244812,0.9299968934762903,0.99,0.97,0.93,0.99,0.5066666666666666,1746695263.0314445,MLPClassifier,lbfgs,25,20,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.5,200,0.5,,FunctionTransformer,,,3.598975896835327,success,0.007061195373535156,1.0_0.93_1.0_0.98_0.94,0.5_0.54_0.5_0.5_0.52,0.6915708065032959,0.9727381993130889,0.98,0.98,0.99,0.99,0.5121428571428571,1746695266.989339,MLPClassifier,lbfgs,25,1,,,,,,constant,,,0.01,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,50,0.1,,SelectKBest,,10,12.621367454528809,success,0.005781745910644532,1.0_1.0_0.97_1.0_0.94,0.5_0.5_0.5_0.5_0.53,0.7502025604248047,0.98348623853211,0.98,1.0,1.0,0.99,0.5064285714285715,1746695279.9595852,RandomForestClassifier,,,,10,4,4,2,4,,entropy,True,,
SMOTE,,6,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,4,,0.0007116794586181641,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695285.5490432,MLPClassifier,adam,25,20,,,,,,invscaling,,,0.001,tanh
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,6,1.1992499828338623,success,0.010172891616821288,0.52_0.45_0.33_0.67_0.41,0.66_0.67_0.66_0.68_0.71,0.18858799934387208,0.47522117806863573,0.96,0.71,0.48,0.74,0.6764285714285714,1746695287.0905304,RandomForestClassifier,,,,100,3,6,2,2,,entropy,True,,
SMOTE,,7,rebalancing_normalization_features_mitigation_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,2,,0.00042438507080078125,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695287.439262,MLPClassifier,sgd,5,5,,,,,,invscaling,,,1e-05,relu
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,PCA,1,,0.4175083637237549,success,0.005532646179199218,0.0_0.08_0.0_0.0_0.0,0.55_0.58_0.6_0.53_0.58,0.05714101791381836,0.01686182669789227,0.96,0.63,0.2,0.05,0.5666666666666667,1746695288.210992,RandomForestClassifier,,,,10,4,4,2,3,,gini,True,,
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,8,,0.0004284381866455078,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695288.642136,MLPClassifier,lbfgs,10,10,,,,,,constant,,,0.01,tanh
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,4,,1.1548597812652588,success,0.003972578048706055,0.0_0.0_0.0_0.0_0.0,0.59_0.56_0.55_0.53_0.54,0.20809245109558105,0.0,0.84,0.89,0.0,0.95,0.5547619047619048,1746695290.149834,MLPClassifier,adam,50,1,,,,,,adaptive,,,1e-05,logistic
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,0.8073909282684326,success,0.0034739494323730467,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.13807754516601561,1.0,1.0,1.0,1.0,1.0,0.5,1746695291.3076797,MLPClassifier,adam,25,1,,,,,,constant,,,1e-05,relu
NearMiss,3,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,7.174203157424927,success,0.007919406890869141,0.49_0.75_0.66_0.49_1.0,0.61_0.51_0.55_0.47_0.5,1.406214189529419,0.6778995654273298,0.83,0.85,0.73,0.93,0.5285714285714286,1746695298.8347733,MLPClassifier,lbfgs,5,1,,,,,,constant,,,0.0001,relu
NearMiss,2,,normalization_rebalancing_features_mitigation_classification,False,,False,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,1,0.48721790313720703,success,0.006925058364868164,0.7_0.72_0.56_0.35_0.78,0.65_0.57_0.61_0.55_0.53,0.05831623077392578,0.6203638450883704,0.71,0.91,0.75,0.81,0.5842857142857143,1746695304.8218565,RandomForestClassifier,,,,10,5,4,4,2,,gini,True,,
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,8,,0.2938845157623291,success,0.005768537521362305,1.0_0.98_0.97_1.0_1.0,0.5_0.51_0.5_0.5_0.5,0.03316473960876465,0.9903721051262036,1.0,1.0,1.0,0.99,0.5026190476190476,1746695305.4709547,RandomForestClassifier,,,,10,4,4,2,3,,gini,True,,
SMOTE,,5,rebalancing_features_mitigation_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,SelectKBest,,4,0.7792603969573975,success,0.0037212371826171875,1.0_1.0_0.19_1.0_1.0,0.5_0.5_0.56_0.5_0.5,0.12312898635864258,0.837037037037037,0.97,0.84,1.0,0.94,0.5123809523809524,1746695306.6168041,MLPClassifier,sgd,25,5,,,,,,invscaling,,,0.0001,logistic
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,100,0.5,,PCA,2,,4.840000629425049,success,0.00504302978515625,0.83_0.48_0.59_0.74_0.71,0.62_0.55_0.53_0.54_0.5,0.9439509868621826,0.670482917365427,0.72,0.96,0.82,0.75,0.5497619047619049,1746695311.8160148,MLPClassifier,sgd,50,1,,,,,,constant,,,0.01,logistic
NearMiss,1,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,10,0.1,,PCA,8,,0.00055694580078125,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695312.1897545,MLPClassifier,sgd,10,5,,,,,,adaptive,,,0.0001,tanh
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,7,,0.6300263404846191,success,0.008670234680175781,1.0_1.0_1.0_0.98_1.0,0.5_0.5_0.5_0.5_0.5,0.09367942810058594,0.9967741935483871,1.0,1.0,1.0,1.0,0.5009523809523809,1746695313.1768508,RandomForestClassifier,,,,75,4,5,1,2,,gini,False,,
NearMiss,2,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,1,16.48686718940735,success,0.006353998184204101,0.6_0.48_0.69_0.75_0.62,0.53_0.45_0.54_0.47_0.51,1.4162843704223633,0.6279167873812973,0.86,0.82,0.82,0.87,0.5004761904761905,1746695330.03422,MLPClassifier,sgd,5,10,,,,,,adaptive,,,0.01,logistic
SMOTE,,8,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,50,2.0,,SelectKBest,,5,21.38355302810669,success,0.006188297271728515,0.8_0.68_0.86_0.78_0.74,0.51_0.59_0.54_0.56_0.52,4.036976957321167,0.7722921094006462,0.84,0.92,0.85,0.92,0.5435714285714285,1746695351.792044,MLPClassifier,lbfgs,25,1,,,,,,constant,,,0.01,logistic
NearMiss,2,,features_normalization_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,6,0.32438135147094727,success,0.00526723861694336,0.2_0.6_0.61_0.62_0.32,0.72_0.68_0.67_0.62_0.62,0.039345598220825194,0.4701616426387069,0.69,1.0,0.49,0.7,0.6649999999999999,1746695357.6179109,RandomForestClassifier,,,,25,2,4,1,3,,entropy,True,,
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,4,,0.7930529117584229,success,0.008319425582885741,0.72_0.6_0.75_0.35_0.48,0.69_0.63_0.55_0.51_0.5,0.12628526687622071,0.578483458437587,0.64,0.97,0.63,0.83,0.5771428571428572,1746695358.771363,RandomForestClassifier,,,,75,3,3,3,4,,gini,False,,
NearMiss,3,,features_mitigation_normalization_rebalancing_classification,False,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,4,0.3359344005584717,success,0.005365991592407226,0.3_0.69_0.85_0.8_0.42,0.66_0.66_0.7_0.59_0.64,0.04115290641784668,0.610981430063999,0.76,0.94,0.68,0.84,0.6516666666666666,1746695359.4711788,RandomForestClassifier,,,,25,2,6,3,2,,entropy,True,,
SMOTE,,5,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,9,0.9075326919555664,success,0.008855438232421875,0.19_0.72_0.68_0.86_0.36,0.7_0.68_0.71_0.68_0.7,0.14141664505004883,0.5605032087528717,0.89,0.86,0.65,0.75,0.6916666666666667,1746695360.74468,RandomForestClassifier,,,,75,5,2,1,2,,entropy,True,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,0.8473455905914307,success,0.003911542892456055,0.74_0.67_0.84_0.69_0.74,0.52_0.51_0.57_0.54_0.5,0.14633402824401856,0.7353060724848139,0.93,0.95,0.89,0.78,0.5285714285714286,1746695361.9599192,MLPClassifier,sgd,25,20,,,,,,invscaling,,,1e-05,relu
NearMiss,3,,normalization_rebalancing_mitigation_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,200,1.0,,SelectKBest,,3,21.704582452774048,success,0.015162801742553711,0.55_0.68_0.75_0.63_0.14,0.59_0.58_0.53_0.52_0.52,2.04309983253479,0.5480119260124657,0.67,1.0,0.59,0.83,0.5464285714285714,1746695384.0324178,RandomForestClassifier,,,,100,6,3,1,4,,gini,False,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,7,10.292346477508545,success,0.005089616775512696,0.47_0.51_0.72_0.79_0.72,0.73_0.65_0.65_0.68_0.74,2.0227925777435303,0.6434282749885465,0.92,0.84,0.76,0.88,0.6923809523809523,1746695394.7063766,MLPClassifier,adam,50,10,,,,,,adaptive,,,1e-05,relu
SMOTE,,8,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,1,0.192169189453125,success,0.004258966445922852,0.5_0.54_0.82_0.7_0.74,0.65_0.69_0.72_0.65_0.69,0.015268516540527344,0.6571011942594286,0.92,0.75,0.73,0.83,0.6780952380952382,1746695395.2792702,RandomForestClassifier,,,,10,6,2,4,2,,entropy,False,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,17.64528512954712,success,0.006552505493164063,0.77_0.6_0.83_0.76_0.83,0.61_0.55_0.51_0.55_0.52,0.753658676147461,0.7578677936446506,0.81,0.97,0.84,0.85,0.5488095238095239,1746695418.4728205,RandomForestClassifier,,,,10,3,4,4,3,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.728964328765869,success,0.006730461120605468,0.69_0.79_0.74_0.72_0.89,0.65_0.6_0.61_0.62_0.6,1.1150686264038085,0.7661612933479511,0.94,0.92,0.79,0.94,0.6161904761904762,1746695424.5795627,MLPClassifier,lbfgs,25,10,,,,,,adaptive,,,0.01,logistic
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,10,0.5,,SelectKBest,,10,13.614827156066895,success,0.009437322616577148,1.0_1.0_0.97_0.9_1.0,0.5_0.5_0.5_0.52_0.5,0.8717935085296631,0.9744954128440366,0.98,1.0,0.98,1.0,0.5040476190476191,1746695438.5678003,RandomForestClassifier,,,,50,6,4,3,3,,entropy,True,,
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,50,1.0,,SelectKBest,,3,16.226760625839233,success,0.008327436447143555,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.5236823081970214,1.0,1.0,1.0,1.0,1.0,0.5,1746695455.1743355,MLPClassifier,sgd,5,1,,,,,,adaptive,,,0.0001,logistic
SMOTE,,6,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,4,,0.0005700588226318359,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695455.5522358,MLPClassifier,adam,50,5,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.75,PCA,2,,1.1240558624267578,success,0.005273056030273437,0.44_1.0_0.21_0.59_0.51,0.42_0.5_0.51_0.5_0.52,0.20009250640869142,0.5498197454420365,0.87,0.65,0.78,0.91,0.48904761904761906,1746695457.055066,MLPClassifier,adam,25,20,,,,,,invscaling,,,0.01,relu
NearMiss,3,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,5,,0.5489842891693115,success,0.0068744182586669925,0.65_0.65_0.74_0.72_0.63,0.65_0.63_0.5_0.59_0.51,0.08118581771850586,0.6793238359293405,0.7,0.96,0.76,0.89,0.5747619047619048,1746695457.9800153,RandomForestClassifier,,,,50,3,2,2,5,,entropy,False,,
NearMiss,2,,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,PCA,4,,1.0692932605743408,success,0.0033487319946289063,0.16_0.23_0.55_0.31_0.0,0.6_0.62_0.58_0.54_0.56,0.18453454971313477,0.25049650349650354,0.73,1.0,0.25,0.88,0.5804761904761906,1746695459.4335368,MLPClassifier,lbfgs,5,1,,,,,,constant,,,0.0001,logistic
SMOTE,,8,rebalancing_normalization_features_mitigation_classification,,True,,True,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,2.295614242553711,success,0.005882930755615234,0.87_0.82_0.67_0.72_0.54,0.63_0.63_0.61_0.66_0.64,0.42446351051330566,0.7244494657722734,0.81,0.95,0.88,0.86,0.6333333333333333,1746695467.4829977,MLPClassifier,lbfgs,25,10,,,,,,constant,,,0.001,tanh
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,50,0.1,,PCA,7,,4.541487693786621,success,0.012903356552124023,0.9_0.85_1.0_0.87_0.95,0.53_0.51_0.5_0.54_0.55,0.8686343193054199,0.9136053130929792,0.96,1.0,0.94,0.95,0.5264285714285715,1746695472.4256065,MLPClassifier,lbfgs,25,20,,,,,,invscaling,,,1e-05,logistic
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,0.8788630962371826,success,0.006006002426147461,0.0_0.68_0.74_0.29_0.0,0.7_0.66_0.68_0.6_0.54,0.14935879707336425,0.34264094722810323,0.83,0.95,0.35,0.92,0.6352380952380953,1746695473.6907609,MLPClassifier,lbfgs,5,10,,,,,,constant,,,0.001,relu
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,408.1118152141571,success,0.05331435203552246,0.35_0.79_0.75_0.48_0.71,0.62_0.62_0.57_0.54_0.58,81.53641109466552,0.615129799524295,0.81,0.84,0.67,0.92,0.5878571428571429,1746695882.1897652,MLPClassifier,lbfgs,25,20,,,,,,constant,,,0.001,relu
